id,codigo,habilidade,campo_experiencia,unidade_tematica,componente_curricular_id,serie_ids
11,EI02EO05,"Perceber que as pessoas têm características físicas diferentes, respeitando essas diferenças.","O eu, o outro e o nós                                                                                                                                                                          ",,,{1}
21,EI01CG01,"Movimentar as partes do corpo para exprimir corporalmente emoções, necessidades e desejos.","Corpo, gestos e movimentos                                                                                                                                                                     ",,,{1}
36,EI01TS01,Explorar sons produzidos com o próprio corpo e com objetos do ambiente,"Traços, sons, cores e formas                                                                                                                                                                   ",,,{1}
37,EI01TS02,"Traçar marcas gráficas, em diferentes suportes, usando instrumentos riscantes e tintas.","Traços, sons, cores e formas                                                                                                                                                                   ",,,{1}
38,EI01TS03,"Explorar diferentes fontes sonoras e materiais para acompanhar brincadeiras cantadas, canções, músicas e melodias.","Traços, sons, cores e formas                                                                                                                                                                   ",,,{1}
45,EI01EF01,Reconhecer quando é chamado por seu nome e reconhecer os nomes de pessoas com quem convive.,"Escuta, fala, pensamento e imaginação                                                                                                                                                          ",,,{1}
46,EI01EF02,Demonstrar interesse ao ouvir a leitura de poemas e a apresentação de músicas.,"Escuta, fala, pensamento e imaginação                                                                                                                                                          ",,,{1}
47,EI01EF03,"Demonstrar interesse ao ouvir histórias lidas ou contadas, observando ilustrações e os movimentos de leitura do adulto-leitor (modo de segurar o portador e de virar as páginas).","Escuta, fala, pensamento e imaginação                                                                                                                                                          ",,,{1}
51,EI01EF07,"Conhecer e manipular materiais impressos e audiovisuais em diferentes portadores (livro, revista, gibi, jornal, cartaz, CD, tablet etc.).","Escuta, fala, pensamento e imaginação                                                                                                                                                          ",,,{1}
52,EI01EF08,"Participar de situações de escuta de textos em diferentes gêneros textuais (poemas, fábulas, contos, receitas, quadrinhos, anúncios etc.).","Escuta, fala, pensamento e imaginação                                                                                                                                                          ",,,{1}
40,EI02TS02,"Utilizar materiais variados com possibilidades de manipulação (argila, massa de modelar), explorando cores, texturas, superfícies, planos, formas e volumes ao criar objetos tridimensionais.","Traços, sons, cores e formas                                                                                                                                                                   ",,,{1}
41,EI02TS03,"Utilizar diferentes fontes sonoras disponíveis no ambiente em brincadeiras cantadas, canções, músicas e melodias.","Traços, sons, cores e formas                                                                                                                                                                   ",,,{1}
53,EI01EF09,Conhecer e manipular diferentes instrumentos e suportes de escrita.,"Escuta, fala, pensamento e imaginação                                                                                                                                                          ",,,{1}
72,EI01ET01,"Explorar e descobrir as propriedades de objetos e materiais (odor, cor, sabor, temperatura).","Espaços, tempos, quantidades, relações e transformações                                                                                                                                        ",,,{1}
73,EI01ET02,"Explorar relações de causa e efeito (transbordar, tingir, misturar, mover e remover etc.) na interação com o mundo físico.","Espaços, tempos, quantidades, relações e transformações                                                                                                                                        ",,,{1}
74,EI01ET03,"Explorar o ambiente pela ação e observação, manipulando, experimentando e fazendo descobertas.","Espaços, tempos, quantidades, relações e transformações                                                                                                                                        ",,,{1}
75,EI01ET04,"Manipular, experimentar, arrumar e explorar o espaço por meio de experiências de deslocamentos de si e dos objetos.","Espaços, tempos, quantidades, relações e transformações                                                                                                                                        ",,,{1}
76,EI01ET05,Manipular materiais diversos e variados para comparar as diferenças e semelhanças entre eles.,"Espaços, tempos, quantidades, relações e transformações                                                                                                                                        ",,,{1}
77,EI01ET06,"Vivenciar diferentes ritmos, velocidades e fluxos nas interações e brincadeiras (em danças, balanços, escorregadores etc.).","Espaços, tempos, quantidades, relações e transformações                                                                                                                                        ",,,{1}
78,EI02ET01,"Explorar e descrever semelhanças e diferenças entre as características e propriedades dos objetos (textura, massa, tamanho).","Espaços, tempos, quantidades, relações e transformações                                                                                                                                        ",,,{1}
79,EI02ET02,"Observar, relatar e descrever incidentes do cotidiano e fenômenos naturais (luz solar, vento, chuva etc.).","Espaços, tempos, quantidades, relações e transformações                                                                                                                                        ",,,{1}
80,EI02ET03,"Compartilhar, com outras crianças, situações de cuidado de plantas e animais nos espaços da instituição e fora dela.","Espaços, tempos, quantidades, relações e transformações                                                                                                                                        ",,,{1}
81,EI02ET04,"Identificar relações espaciais (dentro e fora, em cima, embaixo, acima, abaixo, entre e do lado) e temporais (antes, durante e depois).","Espaços, tempos, quantidades, relações e transformações                                                                                                                                        ",,,{1}
82,EI02ET05,"Classificar objetos, considerando determinado atributo (tamanho, peso, cor, forma etc.).","Espaços, tempos, quantidades, relações e transformações                                                                                                                                        ",,,{1}
83,EI02ET06,"Utilizar conceitos básicos de tempo (agora, antes, durante, depois, ontem, hoje, amanhã, lento, rápido, depressa, devagar).","Espaços, tempos, quantidades, relações e transformações                                                                                                                                        ",,,{1}
381,EF67LP19,"Realizar levantamento de questões, problemas que requeiram a denúncia de desrespeito a direitos, reivindicações, reclamações, solicitações que contemplem a comunidade escolar ou algum de seus membros e examinar normas e legislações.",,Produção de textos                                                                                                                                                                             ,6,"{19,20}"
383,EF67LP21,"Divulgar resultados de pesquisas por meio de apresentações orais, painéis, artigos de divulgação científica, verbetes de enciclopédia, podcasts científicos etc.",,Produção de textos                                                                                                                                                                             ,6,"{19,20}"
372,EF67LP10,"Produzir notícia impressa tendo em vista características do gênero – título ou manchete com verbo no tempo presente, linha fina (opcional), lide, progressão dada pela ordem decrescente de importância dos fatos, uso de 3ª pessoa, de palavras que indicam precisão –, e o estabelecimento adequado de coesão e produzir notícia para TV, rádio e internet, tendo em vista, além das características do gênero, os recursos de mídias disponíveis e o manejo de recursos de captação e edição de áudio e imagem.",,Produção de textos                                                                                                                                                                             ,6,"{19,20}"
384,EF67LP22,"Produzir resumos, a partir das notas e/ou esquemas feitos, com o uso adequado de paráfrases e citações.",,Produção de textos                                                                                                                                                                             ,6,"{19,20}"
364,EF67LP02,"Explorar o espaço reservado ao leitor nos jornais, revistas, impressos e on-line, sites noticiosos etc., destacando notícias, fotorreportagens, entrevistas, charges, assuntos, temas, debates em foco, posicionando-se de maneira ética e respeitosa frente a esses textos e opiniões a eles relacionadas, e publicar notícias, notas jornalísticas, fotorreportagem de interesse geral nesses espaços do leitor.",,Leitura                                                                                                                                                                                        ,6,"{19,20}"
365,EF67LP03,"Comparar informações sobre um mesmo fato divulgadas em diferentes veículos e mídias, analisando e avaliando a confiabilidade.",,Leitura                                                                                                                                                                                        ,6,"{19,20}"
368,EF67LP06,"Identificar os efeitos de sentido provocados pela seleção lexical, topicalização de elementos e seleção e hierarquização de informações, uso de 3ª pessoa etc.",,,6,"{19,20}"
768,EF03MA18,"Escolher a unidade de medida e o instrumento mais apropriado para medições de comprimento, tempo e capacidade.",,Grandezas e medidas                                                                                                                                                                            ,3,{16}
515,EF69AR02,"Pesquisar e analisar diferentes estilos visuais, contextualizando-os no tempo e no espaço.",,Artes visuais                                                                                                                                                                                  ,10,"{19,20,21,41}"
398,EF67LP34,Formar antônimos com acréscimo de prefixos que expressam noção de negação.,,Análise linguística/semiótica                                                                                                                                                                  ,6,"{19,20}"
399,EF67LP35,Distinguir palavras derivadas por acréscimo de afixos e palavras compostas.,,Análise linguística/semiótica                                                                                                                                                                  ,6,"{19,20}"
420,EF67LP37,"Analisar, em diferentes textos, os efeitos de sentido decorrentes do uso de recursos linguístico-discursivos de prescrição, causalidade, sequências descritivas e expositivas e ordenação de eventos.",,Análise linguística/semiótica                                                                                                                                                                  ,6,"{19,20}"
422,EF67LP38,"Analisar os efeitos de sentido do uso de figuras de linguagem, como comparação, metáfora, metonímia, personificação, hipérbole, dentre outras.",,Análise linguística/semiótica                                                                                                                                                                  ,6,"{19,20}"
333,EF69LP31,"Utilizar pistas linguísticas – tais como “em primeiro/segundo/terceiro lugar”, “por outro lado”, “dito de outro modo”, isto é”, “por exemplo” – para compreender a hierarquização das proposições, sintetizando o conteúdo dos textos.",,Leitura                                                                                                                                                                                        ,6,"{19,20,21,41}"
334,EF69LP32,"Selecionar informações e dados relevantes de fontes diversas (impressas, digitais, orais etc.), avaliando a qualidade e a utilidade dessas fontes, e organizar, esquematicamente, com ajuda do professor, as informações necessárias (sem excedê-las) com ou sem apoio de ferramentas digitais, em quadros, tabelas ou gráﬁcos.",,Leitura                                                                                                                                                                                        ,6,"{19,20,21,41}"
869,EF07MA04,Resolver e elaborar problemas que envolvam operações com números inteiros.,,Números                                                                                                                                                                                        ,3,{20}
352,EF69LP50,"Elaborar texto teatral, a partir da adaptação de romances, contos, mitos, narrativas de enigma e de aventura, novelas, biografias romanceadas, crônicas, dentre outros, indicando as rubricas para caracterização do cenário, do espaço, do tempo; explicitando a caracterização física e psicológica dos personagens e dos seus modos de ação; reconfigurando a inserção do discurso direto e dos tipos de narrador; explicitando as marcas de variação linguística (dialetos, registros e jargões) e retextualizando o tratamento da temática.",,Produção de textos                                                                                                                                                                             ,6,"{19,20,21,41}"
353,EF69LP51,"Engajar-se ativamente nos processos de planejamento, textualização, revisão/edição e reescrita, tendo em vista as restrições temáticas, composicionais e estilísticas dos textos pretendidos e as configurações da situação de produção – o leitor pretendido, o suporte, o contexto de circulação do texto, as finalidades etc. – e considerando a imaginação, a estesia e a verossimilhança próprias ao texto literário.",,Produção de textos                                                                                                                                                                             ,6,"{19,20,21,41}"
358,EF69LP56,Fazer uso consciente e reflexivo de regras e normas da norma-padrão em situações de fala e escrita nas quais ela deve ser usada.,,Análise linguística/semiótica                                                                                                                                                                  ,6,"{19,20,21,41}"
516,EF69AR03,"Analisar situações nas quais as linguagens das artes visuais se integram às linguagens audiovisuais (cinema, animações, vídeos etc.), gráficas (capas de livros, ilustrações de textos diversos etc.), cenográficas, coreográficas, musicais etc.",,Artes visuais                                                                                                                                                                                  ,10,"{19,20,21,41}"
517,EF69AR04,"Analisar os elementos constitutivos das artes visuais (ponto, linha, forma, direção, cor, tom, escala, dimensão, espaço, movimento etc.) na apreciação de diferentes produções artísticas.",,Artes visuais                                                                                                                                                                                  ,10,"{19,20,21,41}"
518,EF69AR05,"Experimentar e analisar diferentes formas de expressão artística (desenho, pintura, colagem, quadrinhos, dobradura, escultura, modelagem, instalação, vídeo, fotografia, performance etc.).",,Artes visuais                                                                                                                                                                                  ,10,"{19,20,21,41}"
525,EF69AR12,Investigar e experimentar procedimentos de improvisação e criação do movimento como fonte para a construção de vocabulários e repertórios próprios.,,Dança                                                                                                                                                                                          ,10,"{19,20,21,41}"
463,EF89LP35,"Criar contos ou crônicas (em especial, líricas), crônicas visuais, minicontos, narrativas de aventura e de ficção científica, dentre outros, com temáticas próprias ao gênero, usando os conhecimentos sobre os constituintes estruturais e recursos expressivos típicos dos gêneros narrativos pretendidos, e, no caso de produção em grupo, ferramentas de escrita colaborativa.",,Produção de textos                                                                                                                                                                             ,6,"{21,41}"
464,EF89LP36,"Parodiar poemas conhecidos da literatura e criar textos em versos (como poemas concretos, ciberpoemas, haicais, liras, microrroteiros, lambe-lambes e outros tipos de poemas), explorando o uso de recursos sonoros e semânticos (como figuras de linguagem e jogos de palavras) e visuais (como relações entre imagem e texto verbal e distribuição da mancha gráfica), de forma a propiciar diferentes efeitos de sentido.",,Produção de textos                                                                                                                                                                             ,6,"{21,41}"
465,EF08LP04,"Utilizar, ao produzir texto, conhecimentos linguísticos e gramaticais: ortografia, regências e concordâncias nominal e verbal, modos e tempos verbais, pontuação etc.",,Análise linguística/semiótica                                                                                                                                                                  ,6,"{21,41}"
119,EF12LP03,"Copiar textos breves, mantendo suas características e voltando para o texto sempre que tiver dúvidas sobre sua distribuição gráfica, espaçamento entre as palavras, escrita das palavras e pontuação.",,Escrita (compartilhada e autônoma)                                                                                                                                                             ,6,"{14,15}"
142,EF12LP04,"Ler e compreender, em colaboração com os colegas e com a ajuda do professor ou já com certa autonomia, listas, agendas, calendários, avisos, convites, receitas, instruções de montagem (digitais ou impressos), dentre outros gêneros do campo da vida cotidiana, considerando a situação comunicativa e o tema/assunto do texto e relacionando sua forma de organização à sua finalidade.",,Leitura/escuta (compartilhada e autônoma)                                                                                                                                                      ,6,"{14,15}"
149,EF12LP05,"Planejar e produzir, em colaboração com os colegas e com a ajuda do professor, (re)contagens de histórias, poemas e outros textos versificados (letras de canção, quadrinhas, cordel), poemas visuais, tiras e histórias em quadrinhos, dentre outros gêneros do campo artístico-literário, considerando a situação comunicativa e a finalidade do texto.",,Escrita (compartilhada e autônoma)                                                                                                                                                             ,6,"{14,15}"
150,EF12LP06,"Planejar e produzir, em colaboração com os colegas e com a ajuda do professor, recados, avisos, convites, receitas, instruções de montagem, dentre outros gêneros do campo da vida cotidiana, que possam ser repassados oralmente por meio de ferramentas digitais, em áudio ou vídeo, considerando a situação comunicativa e o tema/assunto/finalidade do texto.",,Oralidade                                                                                                                                                                                      ,6,"{14,15}"
153,EF12LP07,"Identificar e (re)produzir, em cantiga, quadras, quadrinhas, parlendas, trava-línguas e canções, rimas, aliterações, assonâncias, o ritmo de fala relacionado ao ritmo e à melodia das músicas e seus efeitos de sentido.",,Análise linguística/semiótica (Alfabetização)                                                                                                                                                  ,6,"{14,15}"
772,EF03MA22,"Ler e registrar medidas e intervalos de tempo, utilizando relógios (analógico e digital) para informar os horários de início e término de realização de uma atividade e sua duração.",,Grandezas e medidas                                                                                                                                                                            ,3,{16}
773,EF03MA23,Ler horas em relógios digitais e em relógios analógicos e reconhecer a relação entre hora e minutos e entre minuto e segundos.,,Grandezas e medidas                                                                                                                                                                            ,3,{16}
774,EF03MA24,"Resolver e elaborar problemas que envolvam a comparação e a equivalência de valores monetários do sistema brasileiro em situações de compra, venda e troca.",,Grandezas e medidas                                                                                                                                                                            ,3,{16}
775,EF03MA25,"Identificar, em eventos familiares aleatórios, todos os resultados possíveis, estimando os que têm maiores ou menores chances de ocorrência.",,Probabilidade e estatística                                                                                                                                                                    ,3,{16}
776,EF03MA26,"Resolver problemas cujos dados estão apresentados em tabelas de dupla entrada, gráficos de barras ou de colunas.",,Probabilidade e estatística                                                                                                                                                                    ,3,{16}
777,EF03MA27,"Ler, interpretar e comparar dados apresentados em tabelas de dupla entrada, gráficos de barras ou de colunas, envolvendo resultados de pesquisas significativas, utilizando termos como maior e menor frequência, apropriando-se desse tipo de linguagem para compreender aspectos da realidade sociocultural significativos.",,Probabilidade e estatística                                                                                                                                                                    ,3,{16}
753,EF03MA03,Construir e utilizar fatos básicos da adição e da multiplicação para o cálculo mental ou escrito.,,Números                                                                                                                                                                                        ,3,{16}
907,EF08MA05,Reconhecer e utilizar procedimentos para a obtenção de uma fração geratriz para uma dízima periódica.,,Números                                                                                                                                                                                        ,3,{21}
180,EF12LP18,"Apreciar poemas e outros textos versificados, observando rimas, sonoridades, jogos de palavras, reconhecendo seu pertencimento ao mundo imaginário e sua dimensão de encantamento, jogo e fruição.",,Leitura/escuta (compartilhada e autônoma)                                                                                                                                                      ,6,"{14,15}"
734,EF02MA07,"Resolver e elaborar problemas de multiplicação (por 2, 3, 4 e 5) com a ideia de adição de parcelas iguais por meio de estratégias e formas de registro pessoais, utilizando ou não suporte de imagens e/ou material manipulável.",,Números                                                                                                                                                                                        ,3,{15}
728,EF02MA01,Comparar e ordenar números naturais (até a ordem de centenas) pela compreensão de características do sistema de numeração decimal (valor posicional e função do zero).,,Números                                                                                                                                                                                        ,3,{15}
729,EF02MA02,Fazer estimativas por meio de estratégias diversas a respeito da quantidade de objetos de coleções e registrar o resultado da contagem desses objetos (até 1000 unidades).,,Números                                                                                                                                                                                        ,3,{15}
730,EF02MA03,"Comparar quantidades de objetos de dois conjuntos, por estimativa e/ou por correspondência (um a um, dois a dois, entre outros), para indicar “tem mais”, “tem menos” ou “tem a mesma quantidade”, indicando, quando for o caso, quantos a mais e quantos a menos.",,Números                                                                                                                                                                                        ,3,{15}
733,EF02MA06,"Resolver e elaborar problemas de adição e de subtração, envolvendo números de até três ordens, com os significados de juntar, acrescentar, separar, retirar, utilizando estratégias pessoais.",,Números                                                                                                                                                                                        ,3,{15}
735,EF02MA08,"Resolver e elaborar problemas envolvendo dobro, metade, triplo e terça parte, com o suporte de imagens ou material manipulável, utilizando estratégias pessoais.",,Números                                                                                                                                                                                        ,3,{15}
736,EF02MA09,"Construir sequências de números naturais em ordem crescente ou decrescente a partir de um número qualquer, utilizando uma regularidade estabelecida.",,Álgebra                                                                                                                                                                                        ,3,{15}
737,EF02MA10,"Descrever um padrão (ou regularidade) de sequências repetitivas e de sequências recursivas, por meio de palavras, símbolos ou desenhos.",,Álgebra                                                                                                                                                                                        ,3,{15}
738,EF02MA11,"Descrever os elementos ausentes em sequências repetitivas e em sequências recursivas de números naturais, objetos ou figuras.",,Álgebra                                                                                                                                                                                        ,3,{15}
739,EF02MA12,"Identificar e registrar, em linguagem verbal ou não verbal, a localização e os deslocamentos de pessoas e de objetos no espaço, considerando mais de um ponto de referência, e indicar as mudanças de direção e de sentido.",,Geometria                                                                                                                                                                                      ,3,{15}
740,EF02MA13,"Esboçar roteiros a ser seguidos ou plantas de ambientes familiares, assinalando entradas, saídas e alguns pontos de referência.",,Geometria                                                                                                                                                                                      ,3,{15}
879,EF07MA14,"Classificar sequências em recursivas e não recursivas, reconhecendo que o conceito de recursão está presente não apenas na matemática, mas também nas artes e na literatura.",,Álgebra                                                                                                                                                                                        ,3,{20}
880,EF07MA15,Utilizar a simbologia algébrica para expressar regularidades encontradas em sequências numéricas.,,Álgebra                                                                                                                                                                                        ,3,{20}
881,EF07MA16,Reconhecer se duas expressões algébricas obtidas para descrever a regularidade de uma mesma sequência numérica são ou não equivalentes.,,Álgebra                                                                                                                                                                                        ,3,{20}
882,EF07MA17,"Resolver e elaborar problemas que envolvam variação de proporcionalidade direta e de proporcionalidade inversa entre duas grandezas, utilizando sentença algébrica para expressar a relação entre elas.",,Álgebra                                                                                                                                                                                        ,3,{20}
883,EF07MA18,"Resolver e elaborar problemas que possam ser representados por equações polinomiais de 1º grau, redutíveis à forma ax + b = c, fazendo uso das propriedades da igualdade.",,Álgebra                                                                                                                                                                                        ,3,{20}
884,EF07MA19,"Realizar transformações de polígonos representados no plano cartesiano, decorrentes da multiplicação das coordenadas de seus vértices por um número inteiro.",,Geometria                                                                                                                                                                                      ,3,{20}
885,EF07MA20,"Reconhecer e representar, no plano cartesiano, o simétrico de figuras em relação aos eixos e à origem.",,Geometria                                                                                                                                                                                      ,3,{20}
886,EF07MA21,"Reconhecer e construir figuras obtidas por simetrias de translação, rotação e reflexão, usando instrumentos de desenho ou softwares de geometria dinâmica e vincular esse estudo a representações planas de obras de arte, elementos arquitetônicos, entre outros.",,Geometria                                                                                                                                                                                      ,3,{20}
887,EF07MA22,"Construir circunferências, utilizando compasso, reconhecê-las como lugar geométrico e utilizá-las para fazer composições artísticas e resolver problemas que envolvam objetos equidistantes.",,Geometria                                                                                                                                                                                      ,3,{20}
888,EF07MA23,"Verificar relações entre os ângulos formados por retas paralelas cortadas por uma transversal, com e sem uso de softwares de geometria dinâmica.",,Geometria                                                                                                                                                                                      ,3,{20}
889,EF07MA24,"Construir triângulos, usando régua e compasso, reconhecer a condição de existência do triângulo quanto à medida dos lados e verificar que a soma das medidas dos ângulos internos de um triângulo é 180°.",,Geometria                                                                                                                                                                                      ,3,{20}
890,EF07MA25,"Reconhecer a rigidez geométrica dos triângulos e suas aplicações, como na construção de estruturas arquitetônicas (telhados, estruturas metálicas e outras) ou nas artes plásticas.",,Geometria                                                                                                                                                                                      ,3,{20}
891,EF07MA26,"Descrever, por escrito e por meio de um fluxograma, um algoritmo para a construção de um triângulo qualquer, conhecidas as medidas dos três lados.",,Geometria                                                                                                                                                                                      ,3,{20}
892,EF07MA27,"Calcular medidas de ângulos internos de polígonos regulares, sem o uso de fórmulas, e estabelecer relações entre ângulos internos e externos de polígonos, preferencialmente vinculadas à construção de mosaicos e de ladrilhamentos.",,Geometria                                                                                                                                                                                      ,3,{20}
893,EF07MA28,"Descrever, por escrito e por meio de um fluxograma, um algoritmo para a construção de um polígono regular (como quadrado e triângulo equilátero), conhecida a medida de seu lado.",,Geometria                                                                                                                                                                                      ,3,{20}
939,EF09MA10,Demonstrar relações simples entre os ângulos formados por retas paralelas cortadas por uma transversal.,,Geometria                                                                                                                                                                                      ,3,{41}
894,EF07MA29,"Resolver e elaborar problemas que envolvam medidas de grandezas inseridos em contextos oriundos de situações cotidianas ou de outras áreas do conhecimento, reconhecendo que toda medida empírica é aproximada.",,Grandezas e medidas                                                                                                                                                                            ,3,{20}
895,EF07MA30,"Resolver e elaborar problemas de cálculo de medida do volume de blocos retangulares, envolvendo as unidades usuais (metro cúbico, decímetro cúbico e centímetro cúbico).",,Grandezas e medidas                                                                                                                                                                            ,3,{20}
896,EF07MA31,Estabelecer expressões de cálculo de área de triângulos e de quadriláteros.,,Grandezas e medidas                                                                                                                                                                            ,3,{20}
897,EF07MA32,"Resolver e elaborar problemas de cálculo de medida de área de figuras planas que podem ser decompostas por quadrados, retângulos e/ou triângulos, utilizando a equivalência entre áreas.",,Grandezas e medidas                                                                                                                                                                            ,3,{20}
898,EF07MA33,"Estabelecer o número 𝜋 como a razão entre a medida de uma circunferência e seu diâmetro, para compreender e resolver problemas, inclusive os de natureza histórica.",,Grandezas e medidas                                                                                                                                                                            ,3,{20}
741,EF02MA14,"Reconhecer, nomear e comparar figuras geométricas espaciais (cubo, bloco retangular, pirâmide, cone, cilindro e esfera), relacionando-as com objetos do mundo físico.",,Geometria                                                                                                                                                                                      ,3,{15}
742,EF02MA15,"Reconhecer, comparar e nomear figuras planas (círculo, quadrado, retângulo e triângulo), por meio de características comuns, em desenhos apresentados em diferentes disposições ou em sólidos geométricos.",,Geometria                                                                                                                                                                                      ,3,{15}
743,EF02MA16,"Estimar, medir e comparar comprimentos de lados de salas (incluindo contorno) e de polígonos, utilizando unidades de medida não padronizadas e padronizadas (metro, centímetro e milímetro) e instrumentos adequados.",,Grandezas e medidas                                                                                                                                                                            ,3,{15}
744,EF02MA17,"Estimar, medir e comparar capacidade e massa, utilizando estratégias pessoais e unidades de medida não padronizadas ou padronizadas (litro, mililitro, grama e quilograma).",,Grandezas e medidas                                                                                                                                                                            ,3,{15}
745,EF02MA18,"Indicar a duração de intervalos de tempo entre duas datas, como dias da semana e meses do ano, utilizando calendário, para planejamentos e organização de agenda.",,Grandezas e medidas                                                                                                                                                                            ,3,{15}
746,EF02MA19,Medir a duração de um intervalo de tempo por meio de relógio digital e registrar o horário do início e do fim do intervalo.,,Grandezas e medidas                                                                                                                                                                            ,3,{15}
899,EF07MA34,Planejar e realizar experimentos aleatórios ou simulações que envolvem cálculo de probabilidades ou estimativas por meio de frequência de ocorrências.,,Probabilidade e estatística                                                                                                                                                                    ,3,{20}
747,EF02MA20,Estabelecer a equivalência de valores entre moedas e cédulas do sistema monetário brasileiro para resolver situações cotidianas.,,Grandezas e medidas                                                                                                                                                                            ,3,{15}
748,EF02MA21,"Classificar resultados de eventos cotidianos aleatórios como “pouco prováveis”, “muito prováveis”, “improváveis” e “impossíveis”.",,Probabilidade e estatística                                                                                                                                                                    ,3,{15}
749,EF02MA22,"Comparar informações de pesquisas apresentadas por meio de tabelas de dupla entrada e em gráficos de colunas simples ou barras, para melhor compreender aspectos da realidade próxima.",,Probabilidade e estatística                                                                                                                                                                    ,3,{15}
750,EF02MA23,"Realizar pesquisa em universo de até 30 elementos, escolhendo até três variáveis categóricas de seu interesse, organizando os dados coletados em listas, tabelas e gráficos de colunas simples.",,Probabilidade e estatística                                                                                                                                                                    ,3,{15}
732,EF02MA05,Construir fatos básicos da adição e subtração e utilizá-los no cálculo mental ou escrito.,,Números                                                                                                                                                                                        ,3,{15}
900,EF07MA35,"Compreender, em contextos significativos, o significado de média estatística como indicador da tendência de uma pesquisa, calcular seu valor e relacioná-lo, intuitivamente, com a amplitude do conjunto de dados.",,Probabilidade e estatística                                                                                                                                                                    ,3,{20}
947,EF09MA18,"Reconhecer e empregar unidades usadas para expressar medidas muito grandes ou muito pequenas, tais como distância entre planetas e sistemas solares, tamanho de vírus ou de células, capacidade de armazenamento de computadores, entre outros.",,Grandezas e medidas                                                                                                                                                                            ,3,{41}
949,EF09MA20,"Reconhecer, em experimentos aleatórios, eventos independentes e dependentes e calcular a probabilidade de sua ocorrência, nos dois casos.",,Probabilidade e estatística                                                                                                                                                                    ,3,{41}
950,EF09MA21,"Analisar e identificar, em gráficos divulgados pela mídia, os elementos que podem induzir, às vezes propositadamente, erros de leitura, como escalas inapropriadas, legendas não explicitadas corretamente, omissão de informações importantes (fontes e datas), entre outros.",,Probabilidade e estatística                                                                                                                                                                    ,3,{41}
952,EF09MA23,"Planejar e executar pesquisa amostral envolvendo tema da realidade social e comunicar os resultados por meio de relatório contendo avaliação de medidas de tendência central e da amplitude, tabelas e gráficos adequados, construídos com o apoio de planilhas eletrônicas.",,Probabilidade e estatística                                                                                                                                                                    ,3,{41}
